policy_id,customer_name,gender,age,marital_status,state,city,pincode,aadhaar_masked,occupation_type,annual_income_Amount,bmi,tobacco_usage,physical_activity_level,policy_type,sum_insured,policy_start_date,claim_date,hospital_name,hospital_tier,room_category,cashless_claim,agent_channel,hospital_bill_amount,total_claim_amount
IND105567,Daksh Mitra,male,47,Divorced,Uttar Pradesh,Lucknow,641358,XXXX-XXXX-1435,Business,302971.08,21.89094176,smoking,low,individual,2000000,17/03/2020,31/07/2023,"Varma, Devan and Yadav Hospital",private_small,semi-private,no,online,33884.71,34618.6
IND102124,Geetika Dhar,female,48,Married,Tamil Nadu,Chennai,830824,XXXX-XXXX-1438,Unemployed,303314.01,30.14493306,none,high,family_floater,2000000,18/08/2021,26/05/2022,"Sawhney, Pal and Patil Hospital",private_small,deluxe,no,aggregator,34009.78,34623.42
IND106314,Pranit Nagy,male,29,married,Maharashtra,Mumbai,510164,XXXX-XXXX-1440,Student,304467.13,28.73751839,chewing,low,individual,500000,22/12/2018,12/04/2020,Kakar and Sons Hospital,private_corporate,deluxe,no,aggregator,34024.12,34647.81
IND106123,Zilmil Ganesh,Male,46,Widowed,Uttar Pradesh,Lucknow,529925,XXXX-XXXX-1442,Student,304657.26,28.9150538,smoking,high,individual,500000,29/01/2022,01/05/2025,Rai-Butala Hospital,private_corporate,semi-private,no,bancassurance,34693.06,34941.51
IND106879,Peter Mahal,Female,48,Divorced,West Bengal,Kolkata,304370,XXXX-XXXX-1452,Self-employed,307122.23,21.10194404,smoking,high,family_floater,500000,11/06/2018,20/06/2020,Dewan Ltd Hospital,private_corporate,semi-private,no,aggregator,35254.68,35250.36
IND106378,Yash Sridhar,Male,37,Widowed,Karnataka,Bengaluru,824284,XXXX-XXXX-1453,Business,307543.02,20.04442423,none,moderate,individual,5000000,17/08/2021,27/01/2026,"Badal, Thakur and Nair Hospital",private_corporate,general,yes,aggregator,35444.22,35410.39
IND104283,Yahvi Nadig,Male,37,Divorced,Tamil Nadu,Chennai,994643,XXXX-XXXX-1455,Business,307991.71,23.67161031,none,low,individual,2000000,23/02/2021,21/12/2021,Chowdhury and Sons Hospital,govt,semi-private,no,agent,35543,35412.89
IND103149,Warda Khatri,male,26,married,Karnataka,Mysuru,799946,XXXX-XXXX-1461,Salaried,310083.2,34.49335653,chewing,low,family_floater,300000,27/01/2019,12/11/2020,Suri-Toor Hospital,private_small,semi-private,yes,bancassurance,35760.97,35819.2
IND100334,Triya Mane,male,66,Widowed,Uttar Pradesh,Lucknow,946794,XXXX-XXXX-1464,Salaried,310364.38,30.91293691,chewing,moderate,individual,300000,28/02/2018,12/01/2022,"Dhillon, Banik and Viswanathan Hospital",private_corporate,semi-private,yes,aggregator,35993.12,35824.11
IND105262,Sneha Barad,male,42,Married,Maharashtra,Nagpur,967800,XXXX-XXXX-1466,Business,310908.3,25.24275601,none,moderate,individual,5000000,16/12/2018,10/03/2022,Sandal Ltd Hospital,private_corporate,private,yes,bancassurance,36035,36132.16
IND104988,Vyanjana Uppal,female,34,Widowed,West Bengal,Kolkata,424536,XXXX-XXXX-1468,Salaried,310940.09,27.97992871,none,high,family_floater,300000,06/02/2019,26/04/2022,Sani-Kala Hospital,private_corporate,deluxe,no,aggregator,36148.3,36154.64
IND101769,Devika Borra,Male,32,Widowed,Delhi,New Delhi,796363,XXXX-XXXX-1470,Retired,311645.48,22.92471167,none,low,individual,2000000,28/08/2018,14/12/2021,"Rana, Basu and Peri Hospital",govt,deluxe,yes,bancassurance,36519.15,36236.94
IND100062,Dakshesh Pant,Male,73,Divorced,Tamil Nadu,Chennai,730520,XXXX-XXXX-1471,Retired,311766.6,24.19690316,smoking,low,individual,1000000,26/11/2021,20/01/2025,"Chaudry, Raja and Sami Hospital",private_corporate,private,yes,aggregator,36650.33,36659.49
IND101580,Rishi De,Male,18,Single,Delhi,New Delhi,286138,XXXX-XXXX-1474,Business,312374.66,26.18541052,none,low,individual,300000,23/11/2020,26/07/2025,Nath Inc Hospital,govt,semi-private,yes,aggregator,36656.97,36772.94
IND104826,Gauri Sekhon,Female,37,married,Tamil Nadu,Coimbatore,123584,XXXX-XXXX-1475,Business,314755.48,29.84812143,none,moderate,individual,5000000,07/12/2022,07/07/2023,Choudhary Ltd Hospital,govt,deluxe,yes,agent,36821,36781.94
IND105978,Riya Master,Male,32,Married,Uttar Pradesh,Noida,837230,XXXX-XXXX-1478,Unemployed,314865.25,29.78738455,chewing,moderate,senior_citizen,300000,08/12/2020,02/02/2025,"Samra, Goda and Ganesan Hospital",private_small,deluxe,no,agent,36994.44,36985.52
IND104951,Praneel Shah,Female,67,Divorced,Delhi,New Delhi,116539,XXXX-XXXX-1481,Business,315149.68,24.65009493,none,moderate,family_floater,1000000,04/09/2021,20/12/2023,Morar-Sahota Hospital,govt,general,no,agent,37085.29,37249.06
IND101459,Falan Char,Male,58,married,Uttar Pradesh,Kanpur,178458,XXXX-XXXX-1486,Self-employed,316819.1,26.16289937,none,low,individual,2000000,17/10/2022,13/11/2027,Boase-Hayer Hospital,private_small,semi-private,yes,online,37095.27,37260.23
IND104138,Kavya Bhargava,female,53,Widowed,West Bengal,Kolkata,230167,XXXX-XXXX-1490,Business,317691.7,26.74015377,none,low,family_floater,300000,26/12/2020,09/10/2023,Lall-Baria Hospital,private_small,private,yes,agent,37342.92,37598.44
IND107200,Ridhi Ben,Female,22,Single,West Bengal,Kolkata,961903,XXXX-XXXX-1494,Retired,318857.57,23.90898337,smoking,moderate,individual,300000,04/05/2023,19/06/2024,Lall PLC Hospital,private_small,semi-private,no,online,37410.11,37680.58
IND102685,Ati Gade,female,61,married,Uttar Pradesh,Noida,429563,XXXX-XXXX-1499,Student,319378.61,25.33728569,chewing,moderate,senior_citizen,300000,03/01/2019,24/12/2019,"D’Alia, Grover and Andra Hospital",private_small,deluxe,no,aggregator,37461.85,37708.19
IND101204,Gaurav Mutti,female,24,married,Uttar Pradesh,Noida,477819,XXXX-XXXX-1501,Retired,319540.54,35.92634602,none,moderate,family_floater,1000000,13/05/2023,31/07/2025,Buch LLC Hospital,private_corporate,semi-private,yes,aggregator,37501.12,37982.56
IND103445,Garima Dutta,Female,31,married,West Bengal,Kolkata,32508,XXXX-XXXX-1504,Retired,320367.09,21.64068196,none,moderate,family_floater,1000000,24/12/2019,31/07/2021,"Sahota, Kapur and Lad Hospital",private_corporate,semi-private,yes,bancassurance,37509.43,37987.98
IND100336,Brinda Arora,Male,18,married,Maharashtra,Nagpur,614807,XXXX-XXXX-1507,Retired,320842.6,28.90151115,none,low,individual,1000000,03/07/2019,17/06/2020,Magar-Sarna Hospital,private_corporate,deluxe,yes,bancassurance,37534.17,38033.96
IND105205,Tamanna Sama,Male,51,married,Karnataka,Bengaluru,509106,XXXX-XXXX-1508,Business,322135.31,24.75606373,none,high,family_floater,5000000,29/08/2019,15/07/2020,Deep and Sons Hospital,private_small,private,no,online,37760.36,38038.33
IND104212,Tristan Bhargava,male,40,Single,Karnataka,Bengaluru,559693,XXXX-XXXX-1512,Business,323735.94,18.10787512,none,moderate,individual,2000000,18/10/2021,14/01/2025,Keer-Pradhan Hospital,private_small,private,yes,agent,37862.68,38258.58
IND103539,Praneel Sarna,Male,18,Married,Uttar Pradesh,Kanpur,505695,XXXX-XXXX-1522,Business,325231.18,23.13201288,none,low,individual,500000,16/12/2019,06/04/2021,Choudhury Ltd Hospital,private_corporate,deluxe,no,agent,37891.21,38325.36
IND107227,Harsh Padmanabhan,Male,53,married,Tamil Nadu,Coimbatore,633786,XXXX-XXXX-1525,Self-employed,325457.99,34.43926893,chewing,moderate,individual,1000000,04/06/2022,22/07/2026,Kaur-Sehgal Hospital,govt,private,no,aggregator,37897.3,38363.41
IND102314,Falguni Mody,female,18,Divorced,Maharashtra,Nagpur,736249,XXXX-XXXX-1531,Retired,326023.06,24.91840146,smoking,moderate,individual,2000000,17/11/2018,12/03/2021,Parikh Inc Hospital,private_corporate,private,yes,online,37910.59,38363.89
IND105454,Aarnav Bumb,Female,25,married,Uttar Pradesh,Noida,865215,XXXX-XXXX-1533,Salaried,326106.31,37.68501156,smoking,moderate,senior_citizen,1000000,14/03/2020,30/08/2023,"Bora, Minhas and Dutta Hospital",private_corporate,deluxe,yes,aggregator,38060.67,38366.07
IND101172,Dayita Oza,Male,31,Single,Tamil Nadu,Coimbatore,424135,XXXX-XXXX-1537,Retired,326208.79,25.68471176,none,moderate,family_floater,300000,03/10/2023,10/01/2024,Chand and Sons Hospital,private_small,deluxe,yes,agent,38165.18,38416
IND104799,Garima Biswas,Female,38,Widowed,Maharashtra,Pune,409488,XXXX-XXXX-1538,Business,326264.77,21.16645139,none,low,senior_citizen,5000000,11/05/2018,29/08/2018,"Sane, Bhatnagar and Ganesh Hospital",private_corporate,semi-private,yes,bancassurance,38199.58,38467.75
IND106645,Aarav Oak,Female,55,married,Uttar Pradesh,Lucknow,206542,XXXX-XXXX-1540,Retired,327294.45,28.1379823,none,low,family_floater,5000000,04/06/2018,08/11/2023,"Vig, Sundaram and Trivedi Hospital",govt,deluxe,yes,agent,38333.94,38567.61
IND104672,Lopa Kale,Female,21,Single,Karnataka,Mysuru,821333,XXXX-XXXX-1543,Retired,328186.5,26.25944179,smoking,moderate,senior_citizen,5000000,22/03/2020,18/07/2020,"Srivastava, Shankar and Sarin Hospital",private_corporate,general,yes,online,38397.89,38652
IND101697,Frado Edwin,Female,35,Divorced,West Bengal,Kolkata,425992,XXXX-XXXX-1545,Self-employed,328451.58,25.72163066,none,low,individual,1000000,25/09/2019,16/12/2024,Vala-Mittal Hospital,private_corporate,semi-private,yes,aggregator,38446.92,38705.19
IND107077,Chandran Mann,Male,53,Married,Delhi,New Delhi,664476,XXXX-XXXX-1546,Retired,329793.38,25.05391888,none,moderate,family_floater,5000000,01/07/2021,05/11/2025,"Kothari, Soman and Narang Hospital",private_small,deluxe,yes,agent,38628.02,38892.57
IND106933,Harshil Bahl,Male,44,Widowed,Uttar Pradesh,Noida,997299,XXXX-XXXX-1549,Unemployed,329951.59,29.08755246,smoking,high,individual,1000000,13/07/2018,11/11/2021,"Virk, Sodhi and Deol Hospital",private_small,private,no,agent,38666.3,38967
IND104242,Yahvi Goswami,male,22,Divorced,Delhi,New Delhi,674541,XXXX-XXXX-1550,Retired,331016.07,21.23914559,none,low,senior_citizen,500000,28/12/2022,02/04/2025,Bala-Master Hospital,govt,private,no,aggregator,38746.37,38974.66
IND103235,Jackson Bassi,female,43,married,Uttar Pradesh,Noida,352737,XXXX-XXXX-1555,Salaried,331368.29,23.59924372,none,high,individual,500000,25/03/2023,27/04/2023,"Rajagopalan, Mittal and Kumer Hospital",private_corporate,general,no,online,38820.32,39086.34
IND100302,Harsh Barad,Male,46,Single,Uttar Pradesh,Lucknow,737363,XXXX-XXXX-1556,Retired,331384.12,25.52500352,none,moderate,individual,5000000,27/05/2018,26/08/2022,Gill Group Hospital,private_corporate,semi-private,no,agent,38875.62,39133.61
IND101707,Nilima Ben,female,31,Single,West Bengal,Kolkata,414492,XXXX-XXXX-1557,Salaried,331470.95,35.31209561,none,low,individual,500000,15/01/2018,07/10/2021,"Memon, Madan and Kala Hospital",private_corporate,semi-private,no,online,38990.46,39152.46
IND104984,George Bora,Male,37,Single,West Bengal,Kolkata,517326,XXXX-XXXX-1572,Unemployed,331774.77,33.56019407,none,low,individual,5000000,15/07/2021,23/09/2021,"Shah, Toor and Talwar Hospital",private_corporate,general,no,bancassurance,39006.68,39195.64
IND101414,Xiti Ramanathan,Male,43,Divorced,Tamil Nadu,Coimbatore,330436,XXXX-XXXX-1576,Salaried,332255.81,29.21640436,chewing,moderate,senior_citizen,5000000,06/10/2021,13/05/2026,Kala Inc Hospital,private_small,semi-private,yes,online,39284.03,39425.19
IND101178,Samuel Venkataraman,Male,18,Divorced,Uttar Pradesh,Kanpur,150382,XXXX-XXXX-1578,Salaried,332390.88,32.54274859,none,low,individual,2000000,19/04/2018,27/08/2018,Sama-Devi Hospital,private_corporate,general,no,aggregator,39321.84,39447.41
IND102869,Niharika Bhagat,Male,55,Married,Uttar Pradesh,Noida,255486,XXXX-XXXX-1590,Retired,332408.03,26.22489864,both,moderate,individual,300000,16/05/2022,19/03/2024,Singhal-Muni Hospital,private_small,semi-private,no,agent,39361.48,39557.42
IND107113,Mohini Lala,Male,27,Divorced,Maharashtra,Pune,834021,XXXX-XXXX-1591,Self-employed,332526.19,29.87527536,none,moderate,family_floater,300000,10/02/2020,25/05/2021,Jayaraman-Bhattacharyya Hospital,private_corporate,private,yes,agent,39430.83,39562.39
IND102400,Mahika Master,female,50,Single,West Bengal,Kolkata,209694,XXXX-XXXX-1598,Business,333323.02,23.25378873,none,low,individual,500000,12/11/2023,01/06/2025,Mane LLC Hospital,private_small,deluxe,no,aggregator,39622.18,39581.45
IND105109,Isha Viswanathan,Male,31,Widowed,Maharashtra,Mumbai,758784,XXXX-XXXX-1600,Student,333670.18,26.31356904,smoking,moderate,senior_citizen,300000,15/11/2020,10/03/2024,"Nayak, Narula and Bhardwaj Hospital",private_small,private,yes,aggregator,39650.56,39696.99
IND106251,Oni Bera,Male,62,Single,Delhi,New Delhi,463881,XXXX-XXXX-1603,Student,333687.4,26.45284632,none,moderate,family_floater,500000,06/04/2023,04/05/2028,Shanker Group Hospital,private_corporate,semi-private,no,agent,39774.95,39745.63
IND105662,Aarna Chatterjee,female,30,Widowed,Uttar Pradesh,Lucknow,672257,XXXX-XXXX-1608,Business,333798.66,17.6455903,smoking,low,family_floater,5000000,31/05/2021,03/03/2026,Modi Ltd Hospital,private_corporate,private,yes,bancassurance,39808.57,39791.62
IND105817,Balvan Dada,Male,61,Married,Delhi,New Delhi,843814,XXXX-XXXX-1613,Self-employed,334910.82,24.9702098,none,moderate,individual,5000000,21/02/2023,28/11/2024,"Sundaram, Goswami and Pathak Hospital",private_small,general,no,agent,40043.98,39866.2
IND104960,Lakshmi Bhalla,Male,31,Married,West Bengal,Kolkata,679546,XXXX-XXXX-1615,Salaried,335269.32,22.15741717,chewing,low,family_floater,500000,25/03/2021,20/09/2025,Saha-Master Hospital,private_corporate,general,yes,agent,40107.73,39878.9
IND100248,Dhruv Narain,Male,59,Widowed,Karnataka,Bengaluru,452713,XXXX-XXXX-1616,Self-employed,335840.69,36.85127431,none,moderate,individual,300000,04/12/2018,24/03/2019,Kalita-Bajaj Hospital,private_corporate,general,yes,bancassurance,40168.75,39915.33
IND106037,Gavin Nazareth,male,56,Married,Uttar Pradesh,Kanpur,716904,XXXX-XXXX-1622,Unemployed,336834.92,24.58842688,none,high,individual,300000,16/04/2021,02/11/2022,Dixit LLC Hospital,private_corporate,deluxe,yes,bancassurance,40253.03,39922.44
IND106150,Bhanumati Uppal,Female,59,Widowed,Maharashtra,Pune,788848,XXXX-XXXX-1629,Salaried,338209.99,22.01552428,smoking,moderate,family_floater,500000,22/10/2019,13/02/2021,Lala Ltd Hospital,govt,private,yes,bancassurance,40466.8,40078.14
IND105572,Yochana Murthy,Male,73,Married,West Bengal,Kolkata,854757,XXXX-XXXX-1638,Student,338390.25,31.08644384,chewing,moderate,family_floater,2000000,25/12/2022,01/01/2028,Gara Group Hospital,private_corporate,private,yes,bancassurance,40506.14,40094.82
IND101145,Maanav Wali,Male,31,Married,Tamil Nadu,Coimbatore,797619,XXXX-XXXX-1644,Unemployed,338511,21.63737603,smoking,moderate,individual,300000,13/03/2018,02/10/2022,Dani-Kohli Hospital,govt,deluxe,yes,online,40678.03,40124.05
IND106015,Aarav Menon,female,18,Single,Uttar Pradesh,Noida,502355,XXXX-XXXX-1648,Business,338923.24,32.99248216,smoking,high,individual,1000000,30/05/2022,19/02/2026,Khurana-Karnik Hospital,private_small,semi-private,yes,agent,40855.56,40453.82
IND104008,Orinder Pingle,female,29,Divorced,Tamil Nadu,Chennai,693509,XXXX-XXXX-1650,Business,339018.45,22.97447538,none,low,family_floater,300000,14/02/2020,29/09/2021,"Palla, Ganesan and Rau Hospital",govt,general,no,aggregator,40870.02,40524.8
IND106914,Advaith Koshy,Female,38,Married,Tamil Nadu,Coimbatore,345128,XXXX-XXXX-1651,Student,339020.04,21.29441627,none,low,individual,5000000,28/09/2022,02/01/2028,Varkey PLC Hospital,private_small,private,yes,online,40881.85,40590
IND102545,Balhaar Shanker,Male,49,Single,Karnataka,Mysuru,388115,XXXX-XXXX-1653,Business,339120.23,24.50752137,smoking,low,individual,1000000,19/01/2019,21/12/2022,Sandhu-Tandon Hospital,private_corporate,general,no,bancassurance,40899.03,40623.96
IND101706,Veda Jain,Male,18,Married,Delhi,New Delhi,158356,XXXX-XXXX-1660,Self-employed,339755.19,23.90086755,none,moderate,individual,5000000,26/10/2018,21/05/2022,"Gaba, Merchant and Lanka Hospital",private_small,general,yes,agent,41045.24,40641.33
IND107206,Eshana Kaul,male,63,married,Uttar Pradesh,Kanpur,631868,XXXX-XXXX-1665,Self-employed,340781.86,27.51061254,smoking,high,senior_citizen,500000,02/02/2020,15/01/2025,Patla-Bhalla Hospital,private_small,private,no,agent,41082.32,40706.73
IND103809,Tripti Wason,Male,52,Widowed,West Bengal,Kolkata,595426,XXXX-XXXX-1667,Salaried,340936.34,21.16836218,chewing,low,family_floater,500000,28/11/2023,11/06/2028,Nanda and Sons Hospital,private_small,general,no,online,41156.24,40756
IND100803,Urishilla Virk,Female,36,Divorced,Tamil Nadu,Chennai,888395,XXXX-XXXX-1668,Unemployed,341004.79,25.33984754,smoking,low,individual,500000,29/11/2020,23/08/2023,Chana Inc Hospital,govt,general,yes,online,41167.33,40763.44
IND100520,Simon Rama,Male,18,Married,West Bengal,Kolkata,254525,XXXX-XXXX-1670,Business,341220.49,22.92326425,none,low,individual,300000,16/10/2019,18/01/2025,Dewan PLC Hospital,private_small,deluxe,no,bancassurance,41228.96,40859.71
IND100711,Gopal Koshy,female,34,Single,Tamil Nadu,Chennai,913537,XXXX-XXXX-1672,Business,341223.87,25.51233023,none,high,individual,2000000,07/09/2021,27/08/2022,Manda Inc Hospital,private_small,private,yes,aggregator,41244.1,40920.89
IND104162,Tara Hora,female,48,Widowed,Karnataka,Bengaluru,650555,XXXX-XXXX-1677,Student,341264.54,24.19648537,smoking,high,individual,5000000,28/12/2021,27/10/2023,"Sathe, Dua and Saran Hospital",private_small,private,yes,online,41331.05,40943
IND100164,Vedhika Dube,Male,33,Married,West Bengal,Kolkata,789624,XXXX-XXXX-1679,Retired,341356.78,36.65604879,none,moderate,individual,2000000,30/08/2018,21/09/2023,Bawa-Bose Hospital,govt,private,yes,online,41399.3,41012.19
IND100798,Sneha Handa,Male,44,married,Maharashtra,Nagpur,613402,XXXX-XXXX-1680,Retired,341482.71,39.38530266,smoking,moderate,individual,2000000,12/01/2021,14/11/2023,"Mutti, Acharya and Pillai Hospital",private_small,private,no,agent,41474.7,41046.23
IND100650,Reva Mander,Female,79,Divorced,Delhi,New Delhi,109634,XXXX-XXXX-1682,Retired,341745.69,29.7672605,smoking,high,individual,300000,11/01/2020,06/08/2021,"Varma, Lanka and Bhagat Hospital",private_small,semi-private,no,agent,41566.16,41052.34
IND101771,Ayush Shere,Male,38,Single,Uttar Pradesh,Kanpur,761959,XXXX-XXXX-1685,Unemployed,342776.91,32.47165627,none,low,senior_citizen,2000000,12/08/2019,01/10/2024,Dar-Dhingra Hospital,private_small,private,yes,bancassurance,41609.22,41202.5
IND103940,Isaac Bera,Male,18,Single,Uttar Pradesh,Lucknow,672437,XXXX-XXXX-1686,Unemployed,343202.87,19.39708606,none,low,family_floater,500000,10/03/2020,17/12/2021,"Shankar, Mitter and Kala Hospital",private_corporate,deluxe,yes,online,41609.88,41264.49
IND106726,Triveni Varkey,male,34,married,Karnataka,Mysuru,799047,XXXX-XXXX-1688,Self-employed,343257.09,28.37968891,none,low,family_floater,5000000,30/01/2023,07/06/2024,Patla-Kalita Hospital,private_corporate,deluxe,no,online,41627.47,41315.94
IND104696,Girik Kata,Male,61,Married,Tamil Nadu,Chennai,435529,XXXX-XXXX-1689,Student,343350.27,23.2254949,smoking,low,individual,300000,13/08/2023,15/04/2027,"More, Sheth and Chander Hospital",private_corporate,private,yes,online,41716.59,41393.36
IND100140,Falguni Krishnamurthy,Female,23,Divorced,Delhi,New Delhi,111121,XXXX-XXXX-1699,Self-employed,343550.81,21.42380286,both,moderate,senior_citizen,500000,18/08/2019,04/12/2024,"Ratta, Nath and Salvi Hospital",private_small,private,yes,online,41744.88,41427.89
IND105412,Anmol Jaggi,Female,51,Widowed,West Bengal,Kolkata,561522,XXXX-XXXX-1703,Self-employed,343651.35,27.39296167,none,high,family_floater,5000000,26/05/2019,05/03/2022,Varkey PLC Hospital,private_small,semi-private,no,bancassurance,41882.88,41613.21
IND102304,Jalsa Dar,male,51,married,Maharashtra,Pune,863878,XXXX-XXXX-1704,Student,345487.27,15,none,high,family_floater,500000,29/07/2021,14/12/2023,"Dani, Grover and Golla Hospital",private_small,semi-private,yes,aggregator,41885.49,41653.16
